,원문,kobart,TextLank
11,미래의 마에스트로 한국과학기술연구원의 홍보 영상을 보면서 대한민국의 과학기술 발전에 미래의 인프라 구축을 한다는 것을 알게 되었습니다 신화 창조의 비밀과 글로벌 기업의 성공 사례에서 미래의 인류 사회를 주도 하기 위해 지속적인 기술 및 인재 육성을 통해 미래 성장 동력 확보의 중요성 배웠습니다 한국과학기술연구원에서 대한민국의 미래 과학기술의 연구개발 경쟁력  확보와 미래의 신성장 산업 분야의 글로벌 시장 경쟁력을 확보하는데 기여하겠습니다 이러한 역할을 통해 한국과학기술연구원에서 인류사회의 역동성과 따뜻함을 구현하겠습니다,미래의 마에스트로 한국과학기술연구원의 홍보 영상을 보면서 대한민국의 과학기술 발전에 미래의 인프라 구축을 한다는 것을 알게 되었고 미래의 인류 사회를 주도 하기 위해 지속적인 기술 및 인재 육성을 통해 미래 성장 동력 확보의 중요성 배웠다.,한국과학기술연구원에서 대한민국의 미래 과학기술의 연구개발 경쟁력  확보와 미래의 신성장 산업 분야의 글로벌 시장 경쟁력을 확보하는데 기여하겠습니다.
12,다방면으로 사고하는 힘 창업 성장 지원팀에서 정교한 분석력을 발휘해 글로벌 연구 성과 및 동향을 명확히 파악해서 명확한 해결책 및 방향성을 제시하는데 탁월하다고 생각합니다 학창 시절 국제의료마케팅 병원 경영학에서 상급종합병원의 현황을 파악해 문제점을 찾아 해결책을 제시하는 과제를 통해 근본적인 문제점을 찾아 명확한 해결책을 제시하는 역량을 끌어올렸습니다 창 의력 캠프에서 번의 최우수상 시상을 통해 업무 과제의 특성을 파악하고 팀원들의 성향에 맞게 상황에 맞는 리더십 발휘의 중요성을 배웠습니다 이후에 마케팅 언론 공기업 문화행사 스타트업 의료 관광 국토교통과학 등 다양한 조직에서 대외활동 경험했습니다 다양한 조직 측면에서 사고방식과 특징을 파악해 해당 관점에서 사고하는 힘을 키웠습니다,학창 시절 국제의료마케팅 병원 경영학에서 상급종합병원의 현황을 파악해 문제점을 찾아 해결책을 제시하는 과제를 통해 근본적인 문제점을 찾아 명확한 해결책을 제시하는 역량을 끌어올렸으며 창 의력 캠프에서 번의 최우수상 시상을 통해 업무 과제의 특성을 파악하고 팀원들의 성향에 맞게 상황에 맞는 리더십 발휘의 중요성을 배웠다.,다양한 조직 측면에서 사고방식과 특징을 파악해 해당 관점에서 사고하는 힘을 키웠습니다다.
13,한국과학기술연구원에서 업무 메커니즘을 명확히 파악해서 업무처리 속도의 원 활함과 효과성 및 생산성을 증대하겠습니다 창업성장 지원팀의 상사분들의 특징과 업무 프로세스를 명확히 파악해서 업무 및 부서 적응을 빨리 하겠습니다 바이오산업의 글로벌 현황을 명확히 분석해서 미래의 성장 동력을 확보하는데 기여하겠습니다 바이오산업의 특징이 무엇인지 파악하고 이를 토대로  어떻게 연구개발 프로젝트를 기획하는 것이 효과적인지 파악하겠습니다 부족한 부분은 상사분들께 물어서 어떻게 보완할지 해결책을 찾고 퇴근 후 사내강좌를 통해 보완하겠습니다,창업성장 지원팀의 상사분들의 특징과 업무 프로세스를 명확히 파악해서 업무처리 속도의 원 활함과 효과성 및 생산성을 증대하겠으며 바이오산업의 글로벌 현황을 명확히 분석해서 미래의 성장 동력을 확보하는데 기여하겠습니다,바이오산업의 글로벌 현황을 명확히 분석해서 미래의 성장 동력을 확보하는데 기여하겠습니다.
14,대학교 학년 때 컬처 학생기자단에 단장을 수행했습니다 제가 처음으로 교내 조직에서 리더를 처음 맡았고 첫 단추는 잘 끼우는 것이 중요하다고 생각해서 조직을 발전시켜서 유지하는 것이 중요하다고 생각했습니다 컬처 학생기자단을 하면서 가장 어려웠던 점은 운영 프로세스를 만들면서 글쓰기 실력과 피드백 실력을 향상 시키는 것이었습니다,컬처 학생기자단을 하면서 가장 어려웠던 점은 운영 프로세스를 만들면서 글쓰기 실력과 피드백 실력을 향상 시키는 것이었습니다,
15,컬처 학생기자단은 처음 만들어져서 운영 지침이나 시스템이 없었습니다 그래서 피드백을 어떻게 할 것인지 와 사업단에 제출할 양식을 어떻게 만들어야 하는지에 대해 고민이 많았습니다 팀 회의를 했는데 모여서 하는 것은 시간을 다 맞춰야 하기 때문에 문제가 돼서 저는 카페를 만들어서 운영하기로 했습니다 글쓰기 실력을 늘려야 제대로 된 피드백을 통해서 팀원들의  기사를 향상 시킬 수 있다고 생각했습니다 그래서 잘하는 팀원의 기사를 계속 보면서 부족했던 점이 무엇인지를 생각했고 보완하기 위해 잘 쓴 기사와 제가 쓴 기사를 비교했습니다 그리고 표현이 명확했는지 문장이 논리적이었는지 검토를 했습니다 월 기사에서는 자유분방함 콘셉트를 유지하되 본인의 생각과 문맥의 논리성과 구체성을 강조했습니다,컬처 학생기자단은 처음 만들어져서 운영 지침이나 시스템이 없었기 때문에 글쓰기 실력을 늘려야 제대로 된 피드백을 통해서 팀원들의  기사를 향상 시킬 수 있다고 생각했다.,"그래서 피드백을 어떻게 할 것인지 와 사업단에 제출할 양식을 어떻게 만들어야 하는지에 대해 고민이 많았습니다.
그리고 표현이 명확했는지 문장이 논리적이었는지 검토를 했습니다."
16,초창기에 팀원들의 기 사 양식이 체계적이지 않았고 내용의 논리성과 육 하원칙이 명확하지 않았다는 피드백을 받았습니다 그래서 기사 양식을 다시 수정해야 하는 일이 발생했고 기사 피드백할 담당자를 따로 뽑아야 한다는 의견이 많았습니다 월 기사에서는 피드백에 대한 비판이 없었고 저희 팀이 기사가 내용이 명확하게 참신성이 향상된 기 사라는 피드백을 받았습니다 이러 한 배움을 통해 초창기에 업무 프로세스를 기 일이 걸리더라도 확립하는 것이 업무 효율성과 효과성을 잡는다는 것을 깨달았습니다 기사 피드백은 지속적인 글 교열과 내용 피드백을 통해 지속적인 검토의 중요성을 배웠습니다,초창기에 팀원들의 기 사 양식이 체계적이지 않았고 내용의 논리성과 육 하원칙이 명확하지 않았다는 이유로 기사 피드백할 담당자를 따로 뽑아야 한다는 의견이 많았지만 저희 팀이 내용이 명확하게 참신성이 향상된 기 사라는 피드백을 받았다.,초창기에 팀원들의 기 사 양식이 체계적이지 않았고 내용의 논리성과 육 하원칙이 명확하지 않았다는 피드백을 받았습니다.
17,캠퍼스 잡앤조이 유니브 엑스포 기획단에서 유니브 엑스포 기간 동안 대외활동 상담코너를 운영하기로 했습니다 대외활동 상담코너에서 멘토를 초청해서 운영하기로 했습니다 팀원들은 다양한 분야의 대외활동을 많이 한 사람을 멘토로 선정해야 한다고 생각했고 저는 메이저 대외활동을 열정적으로 수행한 사람을 선정해야 한다는 견해 차이가 있었습니다,캠퍼스 잡앤조이 유니브 엑스포 기획단에서 유니브 엑스포 기간 동안 대외활동 상담코너를 운영하기로 했으며 팀원들은 다양한 분야의 대외활동을 많이 한 사람을 멘토로 선정해야 한다고 생각했고 저는 메이저 대외활동을 열정적으로 수행한 사람을 선정해야 한다는 견해 차이가 있었습니다,
18,대외활동 상담 멘토 기준을 메이저 활동에서 열정적으로 임해서 성과를 창출한 사람을 선정하자고 제안했습니다 대외활동 지원에 관해 상담하기 위해서는 해당 활동에 지원서를 제대로 쓰고 열정적으로 활동을 임하는 흔적이 있어야 합니다 다양한 조직에서 대외활동을 하는 것도 중요하지만 개수가 적더라도 메이저 활동에서 열정적으로 활동해서 성과를 창출한 사람이 대외활 동 상담을 좀 더 진 솔하고 세부적으로 해줄 것이라고 생각했습니다 대외활동을 많이 하더라도 활동에 제대로 임하지 않으면 그 경험이 상담 받는 사람에게 조언이 도움의 기 대 효과가 약할 거라고 말했습니다 사례로 제가 예전에 활동 했던 조직에서 팀원들의 활동 경력과 업무 능력의 관계의 연관성의 해당 사례를 설명했습니다,대외활동 지원에 관해 상담하기 위해서는 해당 활동에 지원서를 제대로 쓰고 열정적으로 활동을 임하는 흔적이 있어야 하고 개수가 적더라도 메이저 활동에서 열정적으로 활동해서 성과를 창출한 사람이 대외활 동 상담을 좀 더 진 솔하고 세부적으로 해줄 것이라고 생각했다.,다양한 조직에서 대외활동을 하는 것도 중요하지만 개수가 적더라도 메이저 활동에서 열정적으로 활동해서 성과를 창출한 사람이 대외활 동 상담을 좀 더 진 솔하고 세부적으로 해줄 것이라고 생각했습니다.
19,팀 회의에서 의사소통을 하면서 해당 기획안의 본질이 무엇인지 정확히 파악하는 것이 중요했습니다 대외활동 상담코너를 통해 학생들이 본인이 원하는 활동에 최종 합격에서 열정적으로 합격해서 수료하는 데 도움을 주는 것입니다 그래서 제가 수많은 대외활동을 하는 것보다 개라도 제대로 활동해서 성과를 창출한 사람을 선별하는 것이 대외활동 상담 코너에서 상담의 질 과 신뢰를 높인다고 생각했습니다 그 후에 대외활동 활동 관련 블로그를 조사하면서 연락했지만 일 정상의 문제로 거절 당했습니다 그 중에 대학생 홍보대사를 했고 최우수팀과 최우수 활동상을 받아서 요건에 충족한 학생에게 제안을 했지만 개인 일정 상 참석하지 못해서 아쉬웠습니다 그래서 내부에서 조건이 충족되는 인원을 뽑았습니다,대외활동 상담코너를 통해 학생들이 본인이 원하는 활동에 최종 합격에서 열정적으로 합격해서 수료하는 데 도움을 주는 것이 대외활동 상담 코너에서 상담의 질 과 신뢰를 높인다고 생각하여 제가 수많은 대외활동을 하는 것보다 개라도 제대로 활동해서 성과를 창출한 사람을 선별하는 것이 대외활동 상담 코너에서 상담의 질 과 신뢰를 높인다고 생각했다.,"그 후에 대외활동 활동 관련 블로그를 조사하면서 연락했지만 일 정상의 문제로 거절 당했습니다.
그래서 내부에서 조건이 충족되는 인원을 뽑았습니다다."
20,관리원 정책 총괄팀 인턴을 수행하면서 팀장님께서 미국 중국 독일 일본 한국의 소재 부품의 글로벌 산업 동향 세미나 준비를 부탁 받았습니다 이 과제에서 목표는 한국 중국 일본 중국 독일의 소재 부품별 수출 및 수입과 시장 점유율 자료를 어떻게 하면 깔끔하게 시각화와 자료 이해를 쉽게 할지 고민을 했었습니다 이러한 목표를 통해 대한민국의 소재 부품 글로벌  시장점유율을 높이기 위해 어떤 전략을 수립해야 하는지 고민했습니다,관리원 정책 총괄팀 인턴을 수행하면서 팀장님께서 미국 중국 독일 일본 한국의 소재 부품의 글로벌 산업 동향 세미나 준비를 부탁받았고 한국 중국 일본 중국 독일의 소재 부품별 수출 및 수입과 시장 점유율 자료를 어떻게 하면 깔끔하게 시각화와 자료 이해를 쉽게 할지 고민을 했었으며 이러한 목표를 통해 대한민국의 소재 부품 글로벌  시장점유율을 높이기 위해 어떤 전략을 수립해야 하는지 고민했었습니다,
21,주어진 자원은 근무시간과 해당 주제에 관한 세미나의 부서 선배의 조언을 통해 어떻게 준비하면 되는지 방향성을 잡을 수 있었습니다 근무시간에 어떻게 자료를 정리하고 결론을 마무리할지 고민을 했습니다 안정적으로 몰입할 수 있는 시간 및 근무환경은 확보했지만 해당 자료를 읽으면서 이해가 되지 않는 부분이 있어서 힘들었습니다 그래서 해당 자료를 작성한 담당자 의 연락처를 찾는 것이 힘들었습니다 그래서 관련 부서 연락처를 직접 찾는데 시행착오를 겪었습니다 진흥원에서 해당 자료를 만든 담당자분의 연락처를 받았습니다,진흥원에서 해당 자료를 만든 담당자분의 연락처를 직접 찾는데 시행착오를 겪었으며 진흥원에서 해당 자료를 만든 담당자분의 연락처를 받았습니다,그래서 해당 자료를 작성한 담당자 의 연락처를 찾는 것이 힘들었습니다.
